"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.from.water","Distance.from.cattle","Closest.mob.size","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","NDVI","EVI","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary"
"6/22/21","1","DSCN8000","3","956",0.472788775,36.84103295,"MC","","full","light","no rain","Grazing","belly","brown with some green","Enteropogon macrostachyus","Cenchrus ciliaris","Cynodon plectostachyus","Chloris roxburghiana","medium","","","150","","","","","","","","","","","","Rongai Area, Mpala Cattle","","","","Cattle","2021","6","22","9","56","","","","4",0.351900041103363,0.548656764872981,"LB","LB","LB",3.39283730344048e-08,6.09331859175811e-08
"6/22/21","1","DSCN8002","3","1139",0.472049501,36.85156438,"CC","","full","light","no rain","Grazing","hock","","Cenchrus ciliaris","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","thick","","","160","","","","","","","","","","","","","","","","Cattle","2021","6","22","11","39","","","","4",0.328301876783371,0.504562326012991,"LB","LB","LB",4.13085227923307e-08,6.21683063580705e-08
"6/23/21","1","DSCN8262","2","1159",0.460097277,36.84117812,"Cattle","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cenchrus ciliaris","Cymbopogon pospischilii","Enteropogon macrostachyus","light","","","140","","","","","","","","","","","","","","","","Cattle","2021","6","23","11","59","","","","4",0.378341138362885,0.641888733052828,"LB","MB","LB",4.50200809524075e-08,4.99438143813429e-08
"6/23/21","1","DSCN8258","1","940",0.486164181,36.86209384,"Cattle","","part","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","Lima 5","","","","Cattle","2021","6","23","9","40","","","","4",0.290969908237457,0.438287153652393,"OB","OB","OB",2.16920092493657e-08,6.55824881497365e-08
"6/23/21","2","DSCN8258","2","942",0.488524586,36.86186387,"Cattle","","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","light","","","105","","","","","","","","","","","","Lima 5","","","","Cattle","2021","6","23","9","42","","","","4",0.301503092050552,0.462216197899017,"OB","OB","OB",4.16474473270655e-08,7.17820176742464e-08
"6/23/21","2","DSCN8258","3","955",0.497832558,36.86732894,"CC","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","50","","","","","","","","","","","","","","","","Cattle","2021","6","23","9","55","","","","4",0.319600492715836,0.470184890412636,"OB","OB","OB",4.50835767431005e-08,4.87213472222741e-08
"6/23/21","2","DSCN8258","3","955",0.497832558,36.86732894,"Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","20","","","","","","","","","","","","","","","","Camel","2021","6","23","9","55","","","","4",0.319600492715836,0.470184890412636,"OB","OB","OB",4.50835767431005e-08,4.87213472222741e-08
"6/23/21","2","DSCN8259","1","1002",0.485628297,36.86177069,"ZC","","part","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light","","","160","","","","","","","","","","","","","","","","Camel","2021","6","23","10","2","","","","4",0.295022428035736,0.454755005268704,"OB","OB","OB",2.90052698197882e-08,4.56497140008441e-08
"6/23/21","2","DSCN8259","3","1017",0.501393021,36.85091115,"CKC","","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","light","","","80","","","","","","","","","","","","","","","","Cattle","2021","6","23","10","17","","","","4",0.301210552453995,0.435543657331137,"LB","LB","MB",3.33737357236481e-08,7.92753078950506e-08
"6/23/21","2","DSCN8260","1","1029",0.498397601,36.84664488,"MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","100","","","","","","","","","","","","","","","","Cattle","2021","6","23","10","29","Impala","","","4",0.315360218286514,0.471065989847716,"LB","OB","LB",1.98433133726857e-08,7.36485115719152e-08
"6/24/21","1","DSCN5568","3","1240",0.465796213,36.8498703,"CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","light","","","100","","","","","","","","","","","","","","","","Cattle","2021","6","24","12","40","","","","4",0.268870025873184,0.372110273210533,"OB","OB","OB",2.18184195799399e-08,7.5053233145208e-08
"6/24/21","2","DSCN5581","1","1001",0.491447305,36.85606796,"CKC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","","","","","Cattle","2021","6","24","10","1","","","","4",0.26909413933754,0.390715667311412,"OB","OB","OB",2.19658618321968e-08,7.54882849663102e-08
"6/25/21","1","DSCN5579","1","1025",0.473562515,36.8365717,"MC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","","","345","","","","","","","","","","","","","","","","Cattle","2021","6","25","10","25","","","","4",0.373596221208572,0.601881633965905,"LB","OB","OB",3.90678206331272e-08,6.25884587148666e-08
"6/25/21","1","DSCN5579","2","1039",0.480249283,36.84417399,"CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","","medium","","","20","","","","","","","","","","","","","","","","Cattle","2021","6","25","10","39","","","","3",0.388859421014786,0.669589841965835,"MB","LB","MB",2.85048980657624e-08,4.88751455961976e-08
"6/28/21","1","DSCN5580","3","1215",0.462005132,36.84030864,"Cattle","","full","strong","no rain","Grazing","belly","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Cynodon nlemfuensis","Enteropogon macrostachyus","light","","","200","","","","","","","","","","","","Lima 3","","","","Cattle","2021","6","28","12","15","","","","4",0.288706958293915,0.426295953921638,"OB","OB","LB",5.11775582975574e-08,7.16217728152731e-08
"6/28/21","2","DSCN7830","2","1032",0.494227009,36.8411039,"Cattle","","full","medium","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Cynodon plectostachyus","light","","","344","","","","","","","","","","","","Lima 1","","","","Cattle","2021","6","28","10","32","","","","4",0.326191753149033,0.503930492345883,"LB","LB","LB",2.6206121417994e-08,7.47470438417439e-08
"6/29/21","1","DSCN0531","1","1028",0.448910279,36.84308414,"CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","","","medium","","","300","","","","","","","","","","","","Lol Patai","","","","Cattle","2021","6","29","10","28","","","","2",0.334781438112259,0.541597118510059,"LB","LB","MB",4.22650348429268e-08,4.66325447168267e-08
"6/29/21","1","DSCN0531","2","1037",0.453009512,36.8404217,"CC","","full","medium","no rain","Grazing","hoof","brown","Cynodon dactylon","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","medium","","","140","","","","","","","","","","","","Lelasung'e","","","","Cattle","2021","6","29","10","37","","","","4",0.343234330415726,0.548137737174982,"LB","MB","MB",3.27988818507575e-08,4.15333237517063e-08
"6/29/21","1","DSCN0531","3","1044",0.461981143,36.84051746,"CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","","","","180","","","","","","","","","","","","Lokyi","","","","Cattle","2021","6","29","10","44","Elephant ","","","4",0.271455228328705,0.383323453862873,"OB","OB","OB",4.52394891691382e-08,4.59105706701875e-08
"6/29/21","1","DSCN0533","1","1144",0.465138546,36.82820459,"Cattle","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Chloris roxburghiana","Cynodon plectostachyus","Pennisetum mezzianum","medium","","","400","","","","","","","","","","","","Lima 4","","","","Cattle","2021","6","29","11","44","","","","4",0.265693753957748,0.376164239800603,"OB","OB","OB",2.10113542094505e-08,7.91341041555822e-08
"6/3/21","2","DSCN2513","1","1020",0.468911959,36.85907079,"PZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","light","1454","1477","12","1","","","","","","1","","","","","","0.005377905","0.000848896","120","PZ","2021","6","3","10","20","","","","4",0.299632340669632,0.431473760836477,"OB","LB","LB",3.21910141510027e-08,4.20291639643898e-08
"6/3/21","2","DSCN2513","2","1025",0.47077494,36.85956264,"GZ","0","full","light","no rain","Walking","hock","green with some brown","Chloris roxburghiana","Cynodon plectostachyus","Enteropogon macrostachyus","Cynodon nlemfuensis","light","1478","1527","14","1","","5","1","","","3","1","2","","","Outside study area","0.003862279","0.002772158","120","GZ","2021","6","3","10","25","Elephant","","","4",0.334318071603775,0.513188723452498,"LB","LB","LB",3.45656967180598e-08,4.09440085238019e-08
"6/3/21","2","DSCN2513","3","1046",0.472146249,36.85981476,"PZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1528","1566","23","2","","1","4","","","1","1","2","","","","0.003166762","0.004160854","120","PZ","2021","6","3","10","46","Impala","","","4",0.325307369232178,0.490726429675425,"MB","LB","MB",2.98819421640462e-08,4.57157300902734e-08
"6/3/21","2","DSCN2513","3","1046",0.472146249,36.85981476,"GZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1567","1566","3","","2","","","","","","","","","","","0.003166762","0.004160854","120","GZ","2021","6","3","10","46","Impala","","","4",0.325307369232178,0.490726429675425,"MB","LB","MB",2.98819421640462e-08,4.57157300902734e-08
"6/3/21","2","DSCN2514","1","1055",0.476648303,36.85996747,"PZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","10","1","","2","3","","","1","1","1","1","","","0.002698877","0.001114358","300","PZ","2021","6","3","10","55","Impala","","","4",0.363136857748032,0.572215663124754,"LB","LB","OB",4.98337656189192e-08,6.46291515481325e-08
"6/3/21","2","DSCN2514","1","1055",0.476648303,36.85996747,"GZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","7","1","","1","1","","11","1","1","","","","","0.002698877","0.001114358","300","GZ","2021","6","3","10","55","Impala","","","4",0.363136857748032,0.572215663124754,"LB","LB","OB",4.98337656189192e-08,6.46291515481325e-08
"6/3/21","2","DSCN2514","2","1103",0.478243289,36.8614674,"PZ","0","full","light","no rain","Grazing","hock","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Enteropogon macrostachyus","light","1603","1624","12","2","2","","7","","","","1","3","2","","","0.001305914","0.002049554","300","PZ","2021","6","3","11","3","Giraffe","","","4",0.32307693362236,0.500491790875388,"OB","OB","OB",1.93236857555546e-08,7.73356949559644e-08
"6/3/21","2","DSCN2514","3","1116",0.470072435,36.86202857,"PZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","open grassland","1625","1697","33","3","","8","10","1","","1","3","4","3","","Photos up to 1741, see sheet for additional info","0.002729917","0.003802694","120","PZ","2021","6","3","11","16","Eland"," Giraffe","","4",0.283854156732559,0.387431577450771,"MB","OB","MB",2.77174322132746e-08,5.66429216147211e-08
"6/3/21","2","DSCN2515","1","1126",0.478855584,36.86247627,"GZ","0","full","light","no rain","Grazing","hoof","green","Digitaria macroblefara","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1698","1787","17","1","2","2","4","2","","1","1","2","2","","","0.000423811","0.003204927","300","GZ","2021","6","3","11","26","","","","4",0.343996167182922,0.560700389105058,"OB","OB","LB",3.33090488726844e-08,5.2056735062586e-08
"6/3/21","2","DSCN2515","2","1137",0.04600112,36.85658199,"GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","Cyperus","light","1788","1816","5","0","1","","2","","","","","1","1","","","0.208812658","0.410351331","250","GZ","2021","6","3","11","37","Eland"," Impala","","4",0.280809044837952,0.408456486042693,"MB","MB","LB",0.0504929017226729,0.0504930076566797
"6/3/21","2","DSCN2515","3","1148",0.50163067,36.85006329,"GZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1817","1820","1","1","","","","","","","","","","","","0.002762051","0.000696026","150","GZ","2021","6","3","11","48","Elephant","","","4",0.293348878622055,0.408063887806778,"LB","LB","LB",5.04300641262102e-08,5.79438413293826e-08
"6/3/21","2","DSCN2516","1","1158",0.497019943,36.83998142,"GZ","0","full","light","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Enteropogon macrostachyus","Chloris roxburghiana","Cynodon plectostachyus","light","1821","1891","20","1","","10","","4","4","1","","","","","","0.003993581","0.003605213","240","GZ","2021","6","3","11","58","Impala","","","4",0.28851792216301,0.444776742245097,"OB","OB","OB",4.65329253721144e-08,4.66998614317232e-08
"6/3/21","2","DSCN2516","2","1302",0.47880626,36.84758671,"PZ","0","full","light","no rain","Grazing","hock","green with some brown","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","Cynodon plectostachyus","light","1892","1959","20","3","1","4","6","3","1","","2","3","","1","","0.002080663","0.004007417","300","PZ","2021","6","3","13","2","Elephant","","","4",0.377673596143723,0.654780046733719,"MB","LB","MB",4.85745127818191e-08,7.30669773270461e-08
"6/3/21","2","DSCN2516","3","1314",0.481024214,36.8440771,"PZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","36","","","","","","","","","","","","","2.3e-05","0.000645715","300","PZ","2021","6","3","13","14","Impala","","","4",0.334651499986649,0.514672343013532,"LB","LB","LB",2.5177830707627e-08,7.97550138050175e-08
